ASV	percent	length	taxid	accession	correction
ASV_2613	97.222	324	1859870, 1859750;1859817;1859819;1859855;1859867, 1817465, 1817464, 1817463, 1817462, 1817461, 1817466;1859826, 1817467, 1817467;1859766;1859804, 1817460	KX070193, KX070073, KT899292, KT899290, KT899289, KT899288, KT899286, KT899254, KT899240, KT899213, KT899201	314.99928
ASV_26130	90	330	1321401	JX535351	297
ASV_26131	94.427	323	331608	MN543655, DQ059581	304.99921
ASV_26132	97.872	329	156133, 284976;284978;284979;284980;284981;284982	KT860905, KT860886, KT860835, ON188804, ON188802, ON188801, ON188800, KF422618, FN562437, FJ997210, AB183602, AB058379	321.99888
ASV_26133	94.311	334	741090	GQ144681	314.99874
ASV_26134	96.084	332	88552	MK368308, MK368275, MK368271, MK368171, MK368117, MK368084, MK368059, MK368024, MK367987, MK367979, MK367922, MK367917, MK367914, MK367900, MK367888, MK367864, MK367834	318.99888
ASV_26135	98.795	332	151027	KY979984	327.9994
ASV_26136	97.583	331	120299	AF239260	322.99973
ASV_26137	94.207	328	663693, 627967, 627964, 627968	GQ354272, FJ799798, FJ799796, FJ799795	308.99896
ASV_26138	98.485	330	89963, 407301, 2746695, 60595	KY980277, KY980251, KU314867, OK093377, OK093376, OK093375, MT644702, MT644701, MT644700, JN986577, HQ832504, EF492506, AM494500, AF272045, AJ415516, AB001438	325.0005
ASV_26139	99.387	326	1955566	KX431464	324.00162
ASV_2614	98.667	300	243198	JN207230	296.001
ASV_26140	92.447	331	88552	MK368347, MK368339, MK368330	305.99957
ASV_26141	94.848	330	1486463, 2611280, 2748608	HG970975, LC603171, LC603170, LC599498	312.9984
ASV_26142	96.341	328	1157692, 299206	JN934894, AB193602	315.99848
ASV_26143	97.264	329	66473	JF791029	319.99856
ASV_26144	90.774	336	1167876	KY980312	305.00064
ASV_26145	96.024	327	52547	JX946336, JQ281520, GU935625, U73229	313.99848
ASV_26146	98.182	330	88552	MK368345	324.0006
ASV_26147	94.207	328	1003994, 202898, 50928	KP759324, AF491853, U64680	308.99896
ASV_26148	91.617	334	89963	PQ645540, PQ645526, PQ645525, PQ645513, PQ645506, PQ645505, KY980387, KY980329, KY980043, KY980024, KY980009, KY980000, MZ774006, DQ388464, AF274267	306.00078
ASV_26149	99.39	328	7663, 39301	AF279214, Z37126	325.9992
ASV_2615	93.093	333	2083298	MF615236	309.99969
ASV_26150	95.427	328	2748896	MT677910	313.00056
ASV_26151	92.121	330	2576442	MN585752	303.9993
ASV_26152	99.668	301	451786, 555754, 420275	NC_037999, FJ002216, FJ002214, FJ002179	300.00068
ASV_26153	95.468	331	240571	AY268040	315.99908
ASV_26154	92.145	331	3042507	LC765387	304.99995
ASV_26155	91.566	332	151027, 629753	AF290540, FJ824125	303.99912
ASV_26156	95.077	325	2778692, 457376, 457374	MW078533, EU024991, EU024985	309.00025
ASV_26157	95.692	325	497490	EU247820, EU247818	310.999
ASV_26158	98.176	329	1982032	KY980042	322.99904
ASV_26159	93.093	333	88552	MK368347, MK368339, MK368330	309.99969
ASV_26160	96.667	300	400756	LC192343	290.001
ASV_26161	93.902	328	2011922	OQ702900, OQ702898, OQ702895, OQ702894	307.99856
ASV_26162	96.914	324	702563	FJ876964	314.00136
ASV_26163	96.687	332	39717	KX927970	321.00084
ASV_26164	96.657	329	88552	MK368187, MK367913	318.00153
ASV_26165	97.853	326	1035520, 156174, 35142	JF812342, AB058369, AJ246272	319.00078
ASV_26166	96.979	331	655750, 2876143	MN121046, KY980003, KY979974, LC189090, OK147663	321.00049
ASV_26167	90.937	331	1798950	KY979975	301.00147
ASV_26168	98.48	329	39450, 1905723, 1905723;2315413, 39449, 2364126, 3075827, 2968077, 71860, 3019568, 2820087, 1290334, 2902008, 35672	MK547149, MK547148, MN824022, MN824019, MK995620, MK541783, MH071714, LC779630, OP522114, OP522113, OP522112, OP522111, OP522110, OP522109, OP522108, OP522107, OR922666, OP256707, ON427000, ON426999, OQ220501, ON229905, OP094113, OP094108, MW979865, MW979864, MW784604, MW784602, MZ571946, MW024113, MW024112, MW024111, MW024110, JX402086, JF715165, FJ587221, EU780639, EF492500, DQ336060, AY803740, AY421791, AB183673, DQ028763, DQ004734, Y16238	323.9992
ASV_26169	94.242	330	1918384	OR921502, OR921501	310.9986
ASV_26170	95.495	333	88552	MK368186	317.99835
ASV_26171	96.078	306	1928008	MK834936	293.99868
ASV_26172	95.455	330	1010439	JF488784	315.0015
ASV_26173	99.085	328	697908	GQ375266	324.9988
ASV_26174	93.694	333	151027	KY979984	312.00102
ASV_26175	91.176	306	49240	KX276168	278.99856
ASV_26176	94.207	328	365371	AM180969	308.99896
ASV_26177	94.801	327	2022002	MF527277	309.99927
ASV_26178	96.33	327	429458	EF432540	314.9991
ASV_26179	98.48	329	1884248	PQ645523	323.9992
ASV_2618	99.392	329	143670, 2292165, 106543, 1806893, 1695222, 1691974, 71861, 1652117, 1655535, 1655529, 2820086, 1691973, 106539, 1239451, 631048, 858356, 160612, 284798;284799;284802, 284797	MN319493, MN319492, MN319491, MN319490, MN319489, MN319488, MN319487, MN314592, MK053635, MH714498, MG914022, MG238507, KY996796, KY996794, KY996793, KY996784, KY996783, KY996782, KY996780, KY996779, OQ383538, OQ383537, KR535601, KM357282, ON660935, LC054949, LC054940, MZ475040, OM095425, MZ477220, JX262492, JX661036, JQ246506, FR865630, MT022410, HQ845330, HM483399, HM483398, HM483396, EF492513, AY421792, AF274277, AF274270, AB183674, AB183671, AJ415515	326.99968
ASV_26180	95.745	329	1918384, 2984886	OP604719, OP604718	315.00105
ASV_26181	94.225	329	244962	KY980158, KY980142, KY980131, KY980117, KY980115, KY980106, KY980103, KY980084, KY980079, OR921510	310.00025
ASV_26182	89.666	329	3086144, 2420342	OR921494, OR921493, OR921492, OR921491, MK007562, MH665396, MH665395, MH665394, MH665393, OK148554	295.00114
ASV_26183	92.089	316	2294131, 1884248	MH734172, KY320396	291.00124
ASV_26184	88.822	331	629762	FJ824128	294.00082
ASV_26185	94.083	338	2651821	ON792583	318.00054
ASV_26186	89.82	334	629761	FJ824127	299.9988
ASV_26187	93.313	329	1965466	KY421379, KY421377	306.99977
ASV_26188	98.671	301	243198	JN207228, JN207221	296.99971
ASV_26189	97.273	330	2082239, 3239287	MG972342, PQ112484	321.0009
ASV_2619	93.313	329	156128, 41886	PQ587458, OR922706, OR922669, JN934688, AY425306, AB158376, AB058391, X75565	306.99977
ASV_26190	93.958	331	41875, 2812571, 3126173	MT571465, MT117942, PP409568, PP409567, CP146933, OZ075445, OZ076297, OZ076275, OZ076253, OZ076189, OZ076168, OZ076147, OZ076125, XR_002608757, XR_002608756, LC779579, KT878714, KT860937, KT860936, KT860601, KT860599, KT860598, KT860597, KT860596, KT860594, KT860593, KT860592, KF501036, JX625115, FO082268, JF794058, FN562453, AY425315	311.00098
ASV_26191	93.333	330	2011922	OQ702911, OQ702910, OQ702908, OQ702901, OQ702896, OQ702893, OQ702892, OQ702889	307.9989
ASV_26192	97.866	328	2066662, 2066651, 2066658, 3038467, 1940681, 273044	LC366966, LC366948, LC366981, OQ746879, KX290712, AY569656	321.00048
ASV_26193	97.576	330	88552	MK368152	322.0008
ASV_26194	99.085	328	186025	AY485528	324.9988
ASV_26195	88.427	337	407301, 88552	KY980424, KY980419, KY980413, KY980411, KY980410, KY980408, KY980396, KY980393, KY980389, KY980384, KY980383, KY980375, KY980368, KY980356, KY980354, KY980343, KY980335, KY980333, KY980248, KY980237, KY980235, KY980231, KY980230, KY980224, KY980222, KY980221, KY980218, KY980215, KY980210, KY980207, KY980205, KY980203, KY980196, KY980187, KY980186, KY980185, KY980173, KY980170, KY980169, KY980167, KY980166, KY980165, KY980162, KY980161, KY980111, KY980044, KY980002, KY979991, KY979983, OM943593, JF791049	297.99899
ASV_26196	89.97	329	2588357	OK381876	296.0013
ASV_26197	89.222	334	2511779	MK547174	298.00148
ASV_26198	89.222	334	2588357	OK381878	298.00148
ASV_26199	91.857	307	1928008	MK834980	282.00099
ASV_262	100	332	49265, 420259	KT860983, KT860980, KT860970, OM903880, OK147676, OK147675, OK147674, OK147673, OK147672, JN934669, JX069331, JX069330, JX069329, JX069327, JX069326, JX069325, JX069324, JX069323, JX069322, JX069321, JX069320, MW205690, HM991700, DQ514884, AF374480, AF462059, AF462058, X85397	332
ASV_2620	99.394	330	1167876	MZ613177, JN848814	328.0002
ASV_26200	97.785	316	2231128	MF093135	309.0006
ASV_26201	97.256	328	2083298	MF615236	318.99968
ASV_26202	96.049	329	2676190, 340371, 340370	LC490696, DQ146406, DQ146405, DQ146404, DQ146403	316.00121
ASV_26203	94.225	329	2058121	OQ702874, OQ702870	310.00025
ASV_26204	96.923	325	2917077, 279644	LC682687, AY611455	314.99975
ASV_26205	94.225	329	1043734	HM536153	310.00025
ASV_26206	93.656	331	2805728, 1010462, 1010430	MW521834, JF488805, JF488775	310.00136
ASV_26207	96.353	329	72677, 2496629, 1905723, 237471, 237471;1905723	MK547145, MK547144, MK547143, MK547142, MK547141, MK547140, MK547139, MK547138, MK295685, OP522155, OP522153, OP522152, OP522150, OP522149, OP522148, OP522146, OP522145, OP522144, OP522142, OP522141, OP522140, OP522139, OP522132, OP522130, OP522129, OP522128, OP522127, KY426837, KY426836, OP750441, OP750439, OP622375, MW979863, MW979860, MW979859, MW979856, MW979853, MW979852, MW979851, MW979850, MW979848, MW979847, MW979846, MW979844, MW979843, MW979842, HF565183, HF565182, HF565181, JQ616822, FJ842096, EU287487, Y16232	317.00137
ASV_26208	91.489	329	2316437	MZ923451	300.99881
ASV_26209	93.656	331	629760	FJ824131	310.00136
ASV_2621	83.498	303	5180, 665079, 182092, 40559, 1629045, 332648, 61207, 193133	MH333282, CP157186, CP156401, CP156417, CP156497, CP156481, CP156337, CP156545, CP156321, CP156385, CP156369, CP156449, CP156353, CP156529, CP156273, CP156465, CP156257, CP156289, CP156433, CP156305, CP156225, CP156513, CP156209, CP156193, CP156241, CP017820, CP136209, OR186274, KT587323, KM096185, LC750323, CP009808, ON876495, ON876490, CP080982, CP080964, KJ522780, OK509853, CP063407, JX875915, EF110887, AY544695, AY187078, AF441176, AJ557798, AL114939, L37541, X69850	252.99894
ASV_26210	93.03	330	2976774	LC662742	306.999
ASV_26211	93.939	330	237470, 2945, 1226012, 1764932, 39450, 72677	MK547125, MK547124, MK547123, MK405477, MK995624, MK541788, MK541787, MK541786, MK541781, OR397931, OR381783, KP711341, KT860948, MW979841, MW979840, MW784603, OL982605, OL982546, OL966939, OL966938, OL966937, OL966935, JQ390504, MT521867, JN717145, EU780638, EU287485, EF492511, EF492510, AY585526, AY803739, AJ415519	309.9987
ASV_26212	87.349	332	2037922	LC322144	289.99868
ASV_26213	93.939	330	2109572	LC375249	309.9987
ASV_26214	98.795	332	151027	KY979984	327.9994
ASV_26215	94.529	329	66473	JF791053, JF791029	311.00041
ASV_26216	88.323	334	663693, 627967, 627964, 627968	GQ354272, FJ799798, FJ799796, FJ799795	294.99882
ASV_26217	94.895	333	2109573	LC375250	316.00035
ASV_26218	94.72	322	416573	EF123704	304.9984
ASV_26219	95.152	330	48117, 178650, 4054, 48109	OR501376, KT179692, KC593754, MT784102	314.0016
ASV_2622	98.182	330	1167876	MZ613177, JN848814	324.0006
ASV_26220	95.427	328	156175, 462884	AB058357, AM779755	313.00056
ASV_26221	99.387	326	37641	AF109326	324.00162
ASV_26222	94.277	332	629760	FJ824131	312.99964
ASV_26223	96.073	331	629752	FJ824124	318.00163
ASV_26224	95.745	329	66473	JF791053, JF791029	315.00105
ASV_26225	96.353	329	1982032	KY980042	317.00137
ASV_26226	92.192	333	2921197	OM836791	306.99936
ASV_26227	95.122	328	1010500	JF488819	312.00016
ASV_26228	97.523	323	659331, 457375	OU230630, EU024989	314.99929
ASV_26229	96.061	330	1167876	MZ613177, JN848814	317.0013
ASV_2623	90.448	335	563755	LC663795	303.0008
ASV_26230	97.205	322	1918384, 1969917, 1925417, 1925416, 513281	OR921490, MF043998, KY782360, KY782358, KY782355, KY782353, KY782351, KY782345, KY782340, KY290326, KY290325, JQ408155, EU399536	313.0001
ASV_26231	98.182	330	88552	MK368343, MK368335, MK368097, MK368094	324.0006
ASV_26232	91.131	327	41875, 2812571, 3126173	MT571465, MT117942, PP409568, PP409567, CP146933, OZ075445, OZ076297, OZ076275, OZ076253, OZ076189, OZ076168, OZ076147, OZ076125, XR_002608757, XR_002608756, LC779579, KT878714, KT860937, KT860936, KT860601, KT860599, KT860598, KT860597, KT860596, KT860594, KT860593, KT860592, KF501036, JX625115, FO082268, JF794058, FN562453, AY425315, OZ076210	297.99837
ASV_26233	95.427	328	365371	AM180969	313.00056
ASV_26234	95.107	327	2744139	MT611055	310.99989
ASV_26235	91.212	330	2294036, 447210	MH732688, MH732687, OQ162335	300.9996
ASV_26236	92.814	334	1545445	KM516201	309.99876
ASV_26237	94.864	331	627966	FJ799794	313.99984
ASV_26238	94.595	333	2109573	LC375250	315.00135
ASV_26239	91.718	326	365377	AM180973	299.00068
ASV_2624	97.892	332	1982022	KY980258	325.00144
ASV_26240	94.753	324	2291004, 1230320, 655474, 1719758, 1607872	MH688480, MH688479, KY980228, KY980159, KT730064, KJ609050	306.99972
ASV_26241	94.294	333	2719952	MT231950	313.99902
ASV_26242	96.678	301	225107	LC482681	291.00078
ASV_26243	96.636	327	1010465	JF488808	315.99972
ASV_26244	91.489	329	143672	OQ152422	300.99881
ASV_26245	92.492	333	2037922	LC322144	307.99836
ASV_26246	95.166	331	663693, 627967, 627964, 627968	GQ354272, FJ799798, FJ799796, FJ799795	314.99946
ASV_26247	95.441	329	41880, 1606475, 651205, 156134, 41886, 51983	MK541772, MH792100, LC189146, OR209269, KT860878, KT860846, KT860845, KT860844, KT860831, LC765382, LC765381, OW568862, ON188799, ON188798, JQ315741, FR865764, GQ122364, AB058359, AF122889, AJ132619, X91264, AJ010406	314.00089
ASV_26248	98.48	329	89963	KY980322	323.9992
ASV_26249	98.48	329	89963	KY980322	323.9992
ASV_26250	94.848	330	88552, 1453980	MK367912, KF791348	312.9984
ASV_26251	93.939	330	1453980	KF791347	309.9987
ASV_26252	94.311	334	1010443	JF488769	314.99874
ASV_26253	94.833	329	663693, 627967, 627964, 627968	GQ354272, FJ799798, FJ799796, FJ799795	312.00057
ASV_26254	99.088	329	89963	KY980322	325.99952
ASV_26255	97.554	327	418946	KF422621, AM490987	319.00158
ASV_26256	96.012	326	418912	AM490979	312.99912
ASV_26257	93.75	336	7604, 7602, 136941, 7603, 136985;136987, 7616;59564, 7611;189915	XR_004520682, LR699113, LR699100, OR630826, OR630824, CP134963, DQ060793, DQ060776, AY935561, AY935559, AY935556, AY935554, DQ077937	315
ASV_26258	98.471	327	36881	FN562438, AB017126	322.00017
ASV_26259	97.239	326	2976942, 98058;420639	OP378936, AF123299	316.99914
ASV_2626	90	330	1043734	HM536153	297
ASV_26260	96.037	328	3003917	OP997662, OP997661, OP997660	315.00136
ASV_26261	94.88	332	1982032	KY980283	315.0016
ASV_26262	90.937	331	278112	AB178865	301.00147
ASV_26263	94.848	330	1123717, 3329432, 3086144, 66473	LS974149, LS974147, LS974145, LS974143, LS974141, LS974139, LS974137, LS974135, LS974133, LC788755, LC788754, LC788753, LC788752, LC788751, LC788750, LC788749, LC788747, LC788746, LC788744, KX671042, OR921494, OR921493, OR921492, OR921491, KR362881, KR362880, JF791029	312.9984
ASV_26264	97.879	330	88552	MK368152	323.0007
ASV_26265	89.254	335	2109572	LC375249	299.0009
ASV_26266	95.413	327	52547	GU935625, U73229	312.00051
ASV_26267	90.634	331	2037922	LC322144	299.99854
ASV_26268	94.925	335	361427	DQ303924	317.99875
ASV_26269	95.783	332	361426	DQ303923, DQ303922	317.99956
ASV_26270	95.796	333	151027	AF290540	319.00068
ASV_26271	95.468	331	232288	KY980049, AJ564773	315.99908
ASV_26272	92.771	332	627966	FJ799794	307.99972
ASV_26273	97.239	326	3028918, 1155435, 1035521	OQ453650, JN934680, JF794055	316.99914
ASV_26274	91.541	331	505693	EU099913	303.00071
ASV_26275	98.16	326	2909855, 1272193, 274055, 223573, 274057, 274056	OM260016, JQ956545, JQ956544, HM236338, AY212807, AY541690, AY541689	320.0016
ASV_26276	92.814	334	1276142	KF577831, KC243117	309.99876
ASV_26277	96.97	330	88552	MK368181, MK368178, MK368167, MK367821	320.001
ASV_26278	93.958	331	88552	MK368347, MK368345, MK368339, MK368330	311.00098
ASV_26279	97.188	320	88552	MK368345	311.0016
ASV_2628	99.396	331	2109573	LC375250	329.00076
ASV_26280	92.121	330	705413	MH732694	303.9993
ASV_26281	96.667	330	88552, 1453980	MK368113, KF791348, MK368327	319.0011
ASV_26282	92.401	329	1315715, 1157701, 1035838, 1010455, 1010450, 1010438	JX988758, JN934893, JN934890, JF488798, JF488794, JF488783	303.99929
ASV_26283	92.182	307	232288	KY980049, AJ564773	282.99874
ASV_26284	93.694	333	88552	MK368345	312.00102
ASV_26285	90	330	2586234, 2031109	MK370224, MF077766	297
ASV_26286	90.964	332	1315715, 1157701, 1035838, 1010455, 1010438	JX988758, JN934893, JN934890, JF488798, JF488783	302.00048
ASV_26287	90.09	333	2586234, 2031109	MK370224, MF077766	299.9997
ASV_26288	97.568	329	1573495	EF492498, DQ388457, AY721981	320.99872
ASV_26289	91.867	332	2805720	MW521826	304.99844
ASV_2629	98.16	326	2909855, 1272193, 274055, 223573, 274057, 274056	OM260016, JQ956545, JQ956544, HM236338, AY212807, AY541690, AY541689	320.0016
ASV_26290	96.073	331	88552	MK368184	318.00163
ASV_26291	86.707	331	98217	AJ246273	287.00017
ASV_26292	95.441	329	663693, 627967, 627964, 627968, 363908	GQ354272, FJ799798, FJ799796, FJ799795, DQ367046	314.00089
ASV_26293	94.88	332	663693, 627967, 627964, 627968	GQ354272, FJ799798, FJ799796, FJ799795	315.0016
ASV_26294	96.084	332	763493	AB558956	318.99888
ASV_26295	97.03	303	1010537	JF488835	294.0009
ASV_26296	96.353	329	1714380, 1606541, 1411661, 722754;1714387	KR998403, KR998402, KF422625, AB546639	317.00137
ASV_26297	97.125	313	230412	MW255637	304.00125
ASV_26298	96.933	326	3028918	OQ453650	316.00158
ASV_26299	95.427	328	2011922	OQ702900, OQ702898, OQ702895, OQ702894	313.00056
ASV_263	99.388	327	60595	OR921514	324.99876
ASV_2630	100	327	38836	KY980145, KY980096	327
ASV_26300	94.848	330	46948, 1606698, 1326776, 1326775, 354588, 37097, 1155432, 295837	MK828431, KT861332, HF952601, HF952600, HF952599, HF952573, HF952572, JN934672, MT796595	312.9984
ASV_26301	95.166	331	2011922, 2040705	OQ702902, MT730983	314.99946
ASV_26302	96.667	330	2083298	MF615236	319.0011
ASV_26303	94.562	331	89963, 244960, 60595, 244961	KY980119, KY980086, KY980078, OR921524, OR921523, OR921522, OR921521, OR921520, OQ162330, AB120001, AB120002	313.00022
ASV_26304	97.289	332	173654, 333350, 637540, 637542, 410623, 637541, 637544, 637543	KY853757, MW136947, MW136946, FJ844429, FJ844428, FJ844427, FJ844426, FJ844425, FJ844424, FJ844423, FJ844422, FJ844421, FJ844420, FJ844419, FJ844418, FJ844417, FJ844416, FJ844415, FJ844414, FJ844413, FJ844412	322.99948
ASV_26305	96.073	331	1333877	AB698452	318.00163
ASV_26306	97.879	330	89963, 407301, 2746695, 60595	KY980277, KY980251, KU314867, OK093377, OK093376, OK093375, MT644702, MT644701, MT644700, JN986577, HQ832504, EF492506, AM494500, AF272045, AJ415516, AB001438	323.0007
ASV_26307	94.118	323	2049438	MG009200	304.00114
ASV_26308	97.898	333	877583	KY980273	326.00034
ASV_26309	93.598	328	1043734	HM536153	307.00144
ASV_2631	98.046	307	247644	AY386344	301.00122
ASV_26310	97.576	330	240571	AY268040	322.0008
ASV_26311	94.848	330	66473	JF791029	312.9984
ASV_26312	96.687	332	39717	KX927963, KX927962	321.00084
ASV_26313	90.991	333	1401196	AB854032	303.00003
ASV_26314	96.096	333	1923967, 420281, 216777	KX253955, EF192984, AY485525	319.99968
ASV_26315	96.657	329	88552	MK368187	318.00153
ASV_26316	97.859	327	60595	OR921514	319.99893
ASV_26317	94.643	336	676789	MT117945, FJ997213, FJ997212	318.00048
ASV_26318	92.593	324	749231	GU810144	300.00132
ASV_26319	96.096	333	44440	KY980400	319.99968
ASV_2632	99.698	331	2056977	MG661056, MG661055, MG661054	330.00038
ASV_26320	97.583	331	1010443	JF488769	322.99973
ASV_26321	98.48	329	363325	JX473667, FJ228701, DQ317537, DQ317536	323.9992
ASV_26322	97.879	330	35672, 2995690, 142110, 589322, 454274	OR194073, MZ774005, MZ774004, ON459691, FJ549370, EF492494	323.0007
ASV_26323	96.061	330	937756, 1683866, 187809	MK076301, KP270800, MW136199, JF293054, JF293053	317.0013
ASV_26324	96.97	330	629753	FJ824125	320.001
ASV_26325	96.667	330	1136772, 1136767	JN998208, JN998207, JN998206, JN998205, JN998204	319.0011
ASV_26326	94.864	331	1043733, 686738, 687160, 686737	HM536152, FJ790716, FJ790714, FJ790713	313.99984
ASV_26327	98.697	307	2546201, 1653259;1653274, 1653245, 198009, 198006, 198005	OQ306544, KP770084, KP770066, CP081940, AY102016, AY102013, AY102012	302.99979
